Name,Color,Current price,Price with citilink card,Url
Ноутбук HP 255 G8,темно-серебристый,31 990,31 890,https://www.citilink.ru/product/noutbuk-hp-255-g8-3020e-8gb-ssd256gb-15-6-ips-fhd-free-dos-3-0-1840567/
Ноутбук HP 255 G8,34P77ES,55 990,55 890,https://www.citilink.ru/product/noutbuk-hp-255-g8-ryzen-5-3500u-8gb-ssd256gb-15-6-noos-1840554/
Ноутбук Lenovo IdeaPad 3 17ITL6,серый,48 940,47 740,https://www.citilink.ru/product/noutbuk-lenovo-ip3-17itl6-pg-7505-8gb-ssd256gb-17-3-ips-fhd-noos-grey-1829890/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,66 790,65 430,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15itl6-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-noos-gre-1829889/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,50 600,49 960,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15itl6-i3-1115g4-8gb-ssd512gb-15-6-ips-fhd-noos-gre-1829885/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,42 900,42 110,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15itl6-pg-7505-8gb-ssd256gb-15-6-ips-fhd-noos-grey-1829880/
Ноутбук Lenovo IP Gaming 3 15ACH6,черный,106 500,105 290,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15ach6-ryzen-5-5600h-16gb-ssd512gb-rtx-3050-1793453/
Ноутбук Lenovo IdeaPad 3 15ALC6,серый,60 820,59 930,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15alc6-ryzen-5-5500u-8gb-1tb-ssd128gb-15-6-ip-1793437/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,74 360,72 530,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i5-1135g7-8gb-ssd256gb-mx350-2gb-15-6-1793428/
Ноутбук Lenovo IP Gaming 3 15IHU6,черный,116 100,113 970,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15ihu6-i7-11370h-8gb-ssd512gb-rtx-3050-4gb-1793413/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,40 700,40 440,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-pg-7505-4gb-ssd256gb-15-6-fhd-noos-gre-1487450/
Ноутбук ASUS VivoBook X515JA-BQ2527,серебристый,69 990,69 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-x515ja-bq2527-i7-1065g7-8gb-ssd256gb-15-6-ips-fh-1840552/
Ноутбук ASUS VivoBook X415JF-BV131,серебристый,35 990,35 890,https://www.citilink.ru/product/noutbuk-asus-x415jf-bv131-pen-6805-8gb-ssd256gb-mx130-2gb-14-hd-endles-1840547/
Ноутбук ASUS Zenbook UX393EA-HK003T,черный,155 400,153 640,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux393ea-hk003t-i7-1165g7-16gb-ssd512gb-13-9-ips-t-1840543/
Ноутбук ASUS Zenbook UM425UA-AM297,светло-фиолетовый,86 000,85 040,https://www.citilink.ru/product/noutbuk-asus-um425ua-am297-ryzen-5-5500u-16gb-ssd512gb-r5-14-ips-fhd-n-1840542/
Ноутбук ASUS Vivobook Pro 14 OLED M3401QA-KM113,серебристый,70 800,70 480,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-90nb0vz3-m002v0-ryzen-5-5600h-8gb-ssd256gb-1-1840541/
Ноутбук ASUS Vivobook Pro 14 OLED M3401QA-KM112,синий,67 990,67 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-m3401qa-km112-ryzen-5-5600h-8gb-ssd256gb-14-1840540/
Ноутбук ASUS Vivobook Pro 14 OLED M3401QA-KM015T,синий,94 990,94 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-m3401qa-km015t-ryzen-7-5800h-16gb-ssd512gb-1-1840539/
Ультрабук Acer Swift 3 SF314-511-56LM,серебристый,71 920,70 150,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf314-511-56lm-i5-1135g7-8gb-ssd256gb-14-ips-fhd-1840538/
Ультрабук Acer Swift 3 SF314-511-5313,серебристый,75 770,73 900,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf314-511-5313-i5-1135g7-8gb-ssd512gb-14-ips-fhd-1840537/
Ноутбук ASUS VivoBook 15 OLED K513EA-L11950,черный,95 900,95 030,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l11950-i5-1135g7-16gb-ssd512gb-15-6-oled-1840056/
Ноутбук-трансформер ASUS ZenBook Flip 13 UX363EA-HP701W,серый,129 900,128 280,https://www.citilink.ru/product/transformer-asus-zenbook-flip-ux363ea-hp701w-i7-1165g7-16gb-ssd512gb-1-1835857/
Ультрабук Acer Swift 3 SF314-511-31N2,серебристый,60 950,59 450,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf314-511-i3-1115g4-8gb-ssd256gb-14-ips-fhd-esh-1829295/
Ноутбук ASUS VivoBook X515JA-EJ2528,серебристый,67 990,67 890,https://www.citilink.ru/product/noutbuk-asus-x515ja-ej2528-i7-1065g7-8gb-ssd256gb-15-6-fhd-noos-silver-1790298/
Ультрабук Lenovo Yoga Slim7 Pro 14ACH5,серый,136 000,133 390,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-pro-14ach5-ryzen-7-5800hs-16gb-ssd1tb-mx450-1789385/
Ультрабук Lenovo Yoga Slim7 Pro 14ACH5,серебристый,103 400,101 510,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-pro-14ach5-ryzen-5-5600h-8gb-ssd512gb-mx450-1789350/
Ноутбук Lenovo IP Gaming 3 15IHU6,черный,113 990,113 890,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15ihu6-i7-11370h-16gb-1tb-ssd256gb-rtx-3050-1789330/
Ноутбук Lenovo Legion 5 15ITH6,темно-синий,132 900,130 410,https://www.citilink.ru/product/noutbuk-lenovo-legion-5-15ith6-i5-11400h-16gb-ssd512gb-rtx-3050-ti-4gb-1789304/
Ноутбук Lenovo V15-IIL,серый,64 900,64 230,https://www.citilink.ru/product/noutbuk-lenovo-v15-iil-i5-1035g1-8gb-ssd512gb-15-6-tn-fhd-noos-grey-1789293/
Ноутбук Lenovo IP Gaming 3 15ACH6,черный,95 990,95 890,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15ach6-ryzen-5-5600h-8gb-ssd512gb-rtx-3050-1789282/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,69 900,68 780,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-n-1789272/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,41 990,41 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-ips-fhd-no-1789270/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,66 990,66 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i5-1135g7-8gb-ssd512gb-mx350-2gb-15-6-1789263/
Ноутбук HP 250 G8,серебристый,76 990,76 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i7-8gb-ssd512gb-15-6-dos-silver-1788437/
Ноутбук Lenovo V15 G2 ITL,черный,41 990,41 790,https://www.citilink.ru/product/noutbuk-lenovo-v15-itl-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-dos-black-1785331/
Ноутбук HP 250 G8,серебристый,46 990,46 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-fhd-dos3-0-1770436/
Ноутбук HP 250 G8,темно-серебристый,41 890,41 110,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-4gb-ssd256gb-15-6-hd-dos3-0-1770435/
Ноутбук Lenovo IdeaPad 3 15ALC6,синий,61 600,61 270,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15alc6-ryzen-7-5700u-8gb-ssd256gb-15-6-ips-fh-1492700/
Ноутбук Lenovo IP Gaming 3 15ACH6,черный,91 900,91 510,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15ach6-ryzen-5-5600h-8gb-ssd512gb-rtx-3050-1490180/
Ноутбук ASUS Vivobook 15 X515EA-BQ1186W,серый,57 790,57 690,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1186w-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-window-1840504/
Ноутбук CHUWI GemiBook X,серый,26 990,26 890,https://www.citilink.ru/product/noutbuk-chuwi-gemibook-x-cel-n5100-4gb-ssd128gb-15-6-ips-2k-w11h-grey-1835091/
Ноутбук CHUWI LarkBook X,серый,31 990,31 890,https://www.citilink.ru/product/noutbuk-chuwi-larkbook-x-cel-n5100-8gb-ssd256gb-14-ips-2k-w11h-grey-40-1835081/
Ноутбук iRU Калибр 15Y,черный,71 450,69 700,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-8gb-ssd256gb-620-15-6-ips-fhd-w11pro64-1827532/
Ноутбук HP 240 G8,черный,69 680,69 370,https://www.citilink.ru/product/noutbuk-hp-240-g8-i5-1035g1-8gb-ssd256gb-14-fhd-w10h64-1808288/
Ноутбук HP 240 G8,черный,57 200,56 420,https://www.citilink.ru/product/noutbuk-hp-240-g8-i3-1005g1-8gb-ssd256gb-14-fhd-w10h64-1808261/
Ноутбук HP 240 G8,черный,52 620,51 330,https://www.citilink.ru/product/noutbuk-hp-240-g8-i3-1005g1-8gb-ssd256gb-14-tn-hd-noos-black-1808252/
Ноутбук HASEE G8-TA7NP,черный,115 990,115 890,https://www.citilink.ru/product/noutbuk-hasee-g8-ta7np-i7-11800h-16gb-ssd512gb-rtx-3060-6gb-17-3-ips-f-1801449/
Ноутбук HP 250 G8,45R40EA,57 990,57 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1135g7-8gb-ssd256gb-15-6-fhd-dos-1778809/
Ноутбук Apple MacBook Pro,серый космос,241 540,227 650,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-8-core-8gb-ssd256gb-13-3-ips-mac-os-grey-1778302/
Ноутбук ASUS VivoBook X543MA-DM1386W,серый,30 990,30 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-x543ma-dm1386w-pen-n5030-4gb-ssd512gb-605-15-6-t-1776098/
Ноутбук ASUS VivoBook X515FA-BR158W,серый,44 990,44 890,https://www.citilink.ru/product/noutbuk-asus-x515fa-br158w-i3-10110u-8gb-ssd128gb-15-6-fhd-w11-1776097/
Ноутбук ASUS Vivobook Go 14 E410MA-BV1503,черный,27 990,27 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-bv1503-cel-n4020-4gb-ssd256gb-14-tn-hd-no-1776080/
Ноутбук ASUS Vivobook Go 14 E410MA-BV1502W,черный,28 990,28 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-bv1502w-cel-n4020-4gb-ssd128gb-14-tn-hd-w-1776079/
Ноутбук ASUS Vivobook Go 14 E410MA-BV1504W,черный,33 990,33 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-bv1504w-pen-n5030-8gb-ssd256gb-14-tn-hd-w-1776077/
Ноутбук ASUS Vivobook Pro 15 OLED K3500PH-L1157,синий,83 990,83 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-k3500ph-l1157-i5-11300h-8gb-ssd512gb-gtx-165-1776070/
Ноутбук ASUS X415EA-EB1311W,серый,37 990,37 890,https://www.citilink.ru/product/noutbuk-asus-x415ea-eb1311w-pg-7505-8gb-ssd256gb-14-tn-fhd-w11-grey-1776069/
Ноутбук HASEE ZX10-DA7DP,черный,149 990,149 890,https://www.citilink.ru/product/noutbuk-hasee-zx10-da7dp-i7-12700-16gb-ssd1tb-rtx-3070-ti-8gb-15-6-2-5-1775279/
Ноутбук HASEE ZX9-DA7DP,черный,135 990,135 890,https://www.citilink.ru/product/noutbuk-hasee-zx9-da7dp-i7-12700-16gb-ssd512gb-rtx-3070-8gb-15-6-2-5k-1775277/
Ноутбук HASEE ZX9-DA5DS,черный,119 990,119 890,https://www.citilink.ru/product/noutbuk-hasee-zx9-da5ds-i5-12400-16gb-ssd512gb-rtx-3070-8gb-15-6-fhd-w-1775275/
Ноутбук HASEE Z7T-TA5NA,черный,75 990,75 890,https://www.citilink.ru/product/noutbuk-hasee-z7t-ta5na-i5-11260h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-fh-1775262/
Ноутбук Acer Aspire 1 A114-33-P7VD,серебристый,24 990,24 890,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-33-p7vd-pen-n6000-8gb-14-tn-hd-esh-silver-1688036/
Ноутбук Acer Aspire 3 A315-23-R7DU,черный,42 990,42 890,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r7du-ryzen-5-3500u-8gb-1tb-ssd256gb-vega-1688035/
Ноутбук Acer Aspire 3 A315-56-54NE,черный,60 990,60 890,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-54ne-i5-1035g1-12gb-ssd512gb-15-6-fhd-w1-1685645/
Ноутбук Acer Aspire 3 A315-56-39JA,черный,45 990,45 890,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-39ja-i3-1005g1-8gb-ssd128gb-15-6-fhd-w11-1672240/
Ноутбук Acer Aspire 3 A315-56-3018,черный,40 990,40 890,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-3018-i3-1005g1-8gb-ssd128gb-15-6-fhd-esh-1672239/
Ноутбук Acer Aspire 3 A315-56-399N,черный,39 990,39 890,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-399n-i3-1005g1-8gb-ssd512gb-15-6-fhd-esh-1672237/
Ультрабук Acer Swift 3 SF314-511-36B5,красный,53 990,53 890,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf314-511-36b5-i3-1115g4-8gb-ssd256gb-14-ips-fhd-1546585/
Ноутбук Digma EVE 14 C414,темно-серый,15 990,15 890,https://www.citilink.ru/product/noutbuk-digma-eve-14-c4xx-14-1-ips-intel-celeron-n4020-4gb-128gb-ssd-i-1470829/
Ноутбук Acer Extensa 15 EX215-52-769D,черный,63 990,63 890,https://www.citilink.ru/product/noutbuk-acer-extensa-15-ex215-52-769d-15-6-intel-core-i7-1065g7-12gb-5-1396023/
Ноутбук ASUS Expertbook B9400CEA-KC0116T,черный,139 990,139 890,https://www.citilink.ru/product/noutbuk-asus-expertbook-b9400cea-kc0116t-i7-1165g7-16gb-ssd512gb-14-ip-1830421/
Ноутбук-трансформер ASUS Expertbook B7 Flip B7402FEA-L90426W,черный,174 990,174 890,https://www.citilink.ru/product/transformer-asus-expertbook-b7402fea-l90426w-i7-1195g7-16gb-ssd1tb-14-1830416/
Ноутбук Lenovo IdeaPad 5 Pro 14ACN6,серый,109 990,109 890,https://www.citilink.ru/product/noutbuk-lenovo-ip5-pro-14acn6-ryzen-7-5800u-16gb-ssd1tb-14-ips-2-8k-w1-1830410/
Ноутбук HP Pavilion 15-eh1129ur,синий,84 990,84 690,https://www.citilink.ru/product/noutbuk-hp-pavilion-15-eh1129ur-ryzen-7-5700u-8gb-ssd512gb-15-6-fhd-do-1830405/
Ноутбук ASUS VivoBook 15 OLED K513EA-L13067,черный,49 990,49 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l13067-i3-1115g4-8gb-ssd256gb-15-6-oled-f-1830346/
Ноутбук Lenovo V15-ITL,черный,61 990,61 790,https://www.citilink.ru/product/noutbuk-lenovo-v15-itl-i3-1115g4-8gb-ssd256gb-15-6-tn-fhd-w10pro-black-1830342/
Ноутбук HP 250 G8,серебристый,59 990,59 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd512gb-15-6-ips-fhd-w10pro64-silver-1830331/
Ноутбук ASUS VivoBook K513EA-BN2942,серебристый,46 990,46 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-bn2942-i3-1115g4-8gb-ssd256gb-15-6-ips-fh-1830223/
Ноутбук HP ProBook 650 G8,серебристый,136 120,132 890,https://www.citilink.ru/product/noutbuk-hp-probook-650-g8-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-w10pro64-1828358/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,50 990,50 890,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-1827498/
Ноутбук Lenovo V15 GEN2 ITL,черный,65 990,65 890,https://www.citilink.ru/product/noutbuk-lenovo-v15-gen2-itl-i5-1135g7-8gb-ssd256gb-15-6-tn-fhd-dos-bla-1824447/
Ноутбук Lenovo IdeaPad 3 15IGL05,черный,33 990,33 890,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15igl05-pen-n5030-4gb-ssd256gb-605-15-6-ips-fhd-dos-1824443/
Ноутбук Lenovo IdeaPad 3 15IGL05,черный,29 990,29 890,https://www.citilink.ru/product/noutbuk-lenovo-ip3-15igl05-pen-n5030-4gb-ssd256gb-605-15-6-ips-fhd-dos-1824441/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,45 100,44 400,https://www.citilink.ru/product/noutbuk-lenovo-ip-l3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-ips-fhd-noos-g-1824434/
Ноутбук Xiaomi Pro RedmiBook,серебристый,79 990,79 890,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-12450h-16gb-ssd512gb-15-6-ips-3k-w10tr-1808579/
Ноутбук HP 250 G8,темно-серебристый,59 990,59 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd256gb-15-6-tn-fhd-w10pro64-dk-silve-1807974/
Ноутбук HP 250 G8,серебристый,95 500,95 400,https://www.citilink.ru/product/noutbuk-hp-250-g8-i5-1035g1-16gb-ssd512gb-15-6-tn-fhd-w10pro64-silver-1807028/
Ноутбук HP ProBook 450 G8,серебристый,125 400,123 120,https://www.citilink.ru/product/noutbuk-hp-probook-450-g8-i5-1145g7-8gb-ssd256gb-15-6-ips-fhd-w10pro64-1807017/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,29 590,29 200,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd256gb-600-15-6-ips-f-1805010/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG666W,серый,89 990,89 890,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg666w-i5-1135g7-16gb-ssd512gb-13-3-oled-1800447/
Ноутбук MSI Katana GF76 11UC-678XRU,серый,99 990,99 890,https://www.citilink.ru/product/noutbuk-msi-katana-gf76-11uc-678xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1800389/
Ноутбук ASUS VivoBook X515JA-EJ2120W,серый,79 990,79 890,https://www.citilink.ru/product/noutbuk-asus-x515ja-ej2120w-i7-1065g7-8gb-ssd512gb-15-6-fhd-w11-grey-1800179/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,32 990,32 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-pg-7505-4gb-ssd256gb-15-6-tn-fhd-noos-1795435/
Ноутбук Lenovo IdeaPad 3 15ITL6,серый,42 990,42 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-no-1794621/
Ноутбук Lenovo IdeaPad 3 15ITL6,синий,43 990,43 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl6-pg-7505-8gb-ssd256gb-15-6-ips-fhd-noos-1794610/
Ноутбук ASUS Vivobook 15 X515EA-BQ959,серебристый,53 990,53 890,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq959-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-sil-1791548/
Ноутбук ASUS Vivobook Pro 15 OLED K3500PC-L1315,синий,99 990,99 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-k3500pc-l1315-i5-11300h-16gb-ssd512gb-rtx-30-1791543/
Ноутбук ASUS Vivobook 15 X515EA-BQ950,серебристый,44 990,44 890,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq950-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-noos-sil-1791496/
Ноутбук ASUS Vivobook 15 X515EA-BQ1898,синий,52 990,52 890,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1898-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-noos-bl-1791348/
Ноутбук ASUS ExpertBook P1 P1512CEA-EJ0036,серый,46 990,46 890,https://www.citilink.ru/product/noutbuk-asus-p1512cea-ej0036-i3-1115g4-8gb-ssd512gb-15-6-ips-fhd-noos-1791337/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12974,серебристый,49 990,49 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l12974-i3-1125g4-8gb-ssd256gb-15-6-oled-f-1791332/
Ноутбук-трансформер ASUS Expertbook B7 Flip B7402FEA-L90369X,черный,166 000,163 080,https://www.citilink.ru/product/transformer-asus-expertbook-b7402fea-l90369x-i7-1195g7-16gb-ssd1tb-14-1791329/
Ноутбук ASUS Vivobook 15 X515EA-BQ850,синий,44 990,44 890,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq850-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-noos-blu-1791320/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12875,золотистый,49 990,49 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l12875-i3-1125g4-8gb-ssd256gb-15-6-oled-f-1791316/
Ноутбук ASUS TUF Gaming F15 FX506HCB-HN144,черный,89 990,89 890,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506hcb-hn144-i5-11400h-8gb-ssd512gb-rtx-3050-1791302/
Ноутбук ASUS Vivobook Go 14 E410MA-EK1329,черный,26 990,26 890,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-ek1329-pen-n5030-4gb-ssd256gb-605-14-fhd-1790294/
Ноутбук HP ProBook 440 G8,серебристый,123 200,120 960,https://www.citilink.ru/product/noutbuk-hp-probook-440-g8-i5-1135g7-16gb-ssd512gb-14-ips-fhd-w10pro64-1788885/
Ноутбук MSI Pulse GL76 11UCK-491XRU,серый,87 990,87 890,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-491xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1788269/
Ноутбук Lenovo V15-ADA,серый,57 090,55 920,https://www.citilink.ru/product/noutbuk-lenovo-v15-ada-ryzen-5-3500u-8gb-ssd512gb-vega-8-15-6-tn-fhd-d-1783685/
Ноутбук Lenovo IdeaPad 3 15IIL05,серый,46 990,46 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15iil05-i3-1005g1-8gb-ssd512gb-15-6-ips-fhd-d-1783681/
Ноутбук Lenovo V15 G2 ITL,черный,79 990,79 890,https://www.citilink.ru/product/noutbuk-lenovo-v15-g2-itl-i7-1165g7-8gb-ssd512gb-15-6-tn-fhd-noos-blac-1782283/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,23 990,23 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd128gb-600-15-6-tn-fh-1782246/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,39 990,39 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-4gb-ssd256gb-15-6-tn-fhd-no-1782233/
Ноутбук HP ProBook 455 G8,серебристый,89 990,89 890,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-7-5800u-8gb-ssd256gb-15-6-ips-fhd-w10p-1781810/
Ноутбук HP ProBook 455 G8,серебристый,66 990,66 890,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-ips-fhd-w10p-1781338/
Ноутбук HP 250 G8,темно-серебристый,59 990,59 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w10pro64-dk-silv-1781270/
Ноутбук HP ProBook 455 G8,серебристый,57 990,57 890,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-ryzen-3-5400u-8gb-ssd256gb-15-6-fhd-dos-1778792/
Ноутбук HP 250 G8,серебристый,59 990,59 890,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1005g1-8gb-ssd512gb-15-6-tn-fhd-w10pro64-silver-1777520/
Ноутбук CHUWI Corebook Xpro,серый,49 990,49 890,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-16gb-ssd1tb-15-6-ips-fhd-w11h-1775355/
Ноутбук CHUWI Corebook Xpro,серый,46 990,46 890,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-16gb-ssd512gb-15-6-ips-fhd-w11h-1775354/
Ноутбук CHUWI Corebook X 14/16/1024,серый,40 990,40 890,https://www.citilink.ru/product/noutbuk-chuwi-corebook-x-i3-10110u-16gb-ssd1tb-14-ips-2k-w11h-1775352/
Ноутбук CHUWI Corebook X 14/8/256,серый,30 990,30 890,https://www.citilink.ru/product/noutbuk-chuwi-corebook-x-i3-10110u-8gb-ssd256gb-14-ips-2k-w11h-1775349/
Ноутбук Huawei MateBook D 14,серый,43 990,43 890,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd512gb-14-ips-fhd-w11h-grey-1775152/
Ноутбук Huawei MateBook D 15,серый,43 990,43 890,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w11-grey-1774323/
Ноутбук Huawei MateBook D 15,серый,89 900,87 520,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i7-1165g7-16gb-ssd512gb-15-6-ips-fhd-w11-gre-1774289/
Ноутбук HP Victus 16-e0073ur,темно-серебристый,137 990,137 890,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0073ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3060-6gb-1769972/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,45 990,45 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-i3-1115g4-8gb-ssd256gb-15-6-tn-fhd-no-1749398/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,29 990,29 890,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-pen-n5030-4gb-ssd256gb-605-15-6-ips-f-1749256/
Ноутбук Huawei MateBook 14S HKD-W76,зеленый,109 990,109 890,https://www.citilink.ru/product/noutbuk-huawei-matebook-hkd-w76-i7-11370h-16gb-ssd512gb-14-2-ltps-touc-1746058/
Ноутбук HP 15s-eq2021ur,серебристый,74 990,74 890,https://www.citilink.ru/product/noutbuk-hp-15s-eq2021ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-dos3-1744973/
Ноутбук HP 15s-eq1427ur,серый,49 990,49 890,https://www.citilink.ru/product/noutbuk-hp-15s-eq1427ur-ryzen-3-3250u-8gb-ssd256gb-15-6-ips-fhd-w11-gr-1744966/
Ноутбук HP 15s-eq2124ur,серебристый,69 990,69 890,https://www.citilink.ru/product/noutbuk-hp-15s-eq2124ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-noos-1744956/
